event_id,month,group,income,debt_ratio,history_months,late_payments,requested_amount,employment_years,default
sim-004637,9,group_b,32980.99,0.3675,119.1,1,8055.0,3.0,1
sim-004638,9,group_a,44355.55,0.0966,85.7,1,8106.89,5.2,0
sim-004639,9,group_a,93561.2,0.4749,41.6,1,5954.85,13.7,0
sim-004640,9,group_a,42170.16,0.3513,17.8,3,4666.66,7.9,0
sim-004641,9,group_a,37626.17,0.1579,83.6,0,18508.41,4.7,0
sim-004642,9,group_a,55294.76,0.3584,102.7,0,7946.27,4.7,0
sim-004643,9,group_a,51555.31,0.3809,34.4,2,5193.59,3.2,0
sim-004644,9,group_a,30193.52,0.0352,86.6,1,3063.47,2.5,0
sim-004645,9,group_b,101201.13,0.174,45.0,0,8972.88,6.5,0
sim-004646,9,group_b,38091.98,0.2729,91.5,2,7108.37,3.7,0
sim-004647,9,group_a,42500.78,0.1467,34.9,0,5182.89,6.4,1
sim-004648,9,group_a,48512.0,0.2345,96.7,0,11911.79,9.4,0
sim-004649,9,group_a,44500.98,0.292,69.1,2,4385.62,5.3,1
sim-004650,9,group_b,73033.03,0.3936,30.1,1,8488.16,8.7,1
sim-004651,9,group_b,30038.59,0.2345,38.9,2,10344.18,6.2,1
sim-004652,9,group_a,53477.73,0.1715,99.4,1,4700.4,7.9,1
sim-004653,9,group_a,41238.14,0.4298,53.8,0,8556.36,5.4,0
sim-004654,9,group_a,58147.82,0.2965,27.2,0,7059.72,4.5,0
sim-004655,9,group_b,35161.47,0.2621,65.8,0,10816.39,18.9,0
sim-004656,9,group_b,33217.28,0.3907,53.7,1,11680.19,3.1,0
sim-004657,9,group_a,52337.63,0.0791,74.8,1,2337.88,6.0,0
sim-004658,9,group_a,44728.1,0.5809,122.3,0,10080.19,8.3,0
sim-004659,9,group_a,27268.2,0.1067,49.3,0,10091.0,1.5,0
sim-004660,9,group_b,67721.38,0.6405,37.0,2,19647.34,8.6,0
sim-004661,9,group_b,52347.21,0.1254,36.1,0,11502.26,0.7,0
sim-004662,9,group_a,37303.19,0.4119,125.5,0,8903.14,5.6,1
sim-004663,9,group_a,31613.61,0.4775,22.6,2,6630.38,12.6,1
sim-004664,9,group_a,44843.55,0.3528,75.6,0,4536.49,5.7,0
sim-004665,9,group_a,50787.41,0.3743,60.2,0,9852.2,4.2,1
sim-004666,9,group_b,19702.26,0.2219,88.3,0,5962.6,2.5,0
sim-004667,9,group_a,45061.61,0.2707,74.5,1,5661.87,6.6,0
sim-004668,9,group_b,50618.53,0.4289,68.0,1,7440.13,4.4,0
sim-004669,9,group_a,14328.01,0.1796,107.6,2,9708.37,8.6,0
sim-004670,9,group_a,41789.47,0.5972,79.3,1,13554.76,6.8,0
sim-004671,9,group_a,51520.54,0.4154,66.1,0,9015.97,2.8,1
sim-004672,9,group_a,49117.41,0.3449,91.6,1,9271.68,8.4,0
sim-004673,9,group_a,53907.68,0.1003,62.7,0,6712.88,5.1,0
sim-004674,9,group_b,33537.59,0.1279,68.3,1,6430.33,3.6,0
sim-004675,9,group_a,24865.57,0.0993,27.7,2,7088.81,9.3,0
sim-004676,9,group_a,18071.79,0.3945,138.0,1,8939.48,1.0,0
sim-004677,9,group_a,60884.49,0.3536,86.4,1,4433.4,15.4,0
sim-004678,9,group_a,51703.85,0.1803,85.7,0,4970.05,12.5,1
sim-004679,9,group_b,62866.29,0.2889,73.5,0,13146.93,4.3,0
sim-004680,9,group_b,28380.02,0.3831,149.7,1,8374.31,4.2,0
sim-004681,9,group_a,53939.12,0.3406,100.4,4,2032.09,2.2,1
sim-004682,9,group_b,20473.24,0.123,19.1,0,10345.9,3.1,0
sim-004683,9,group_b,26710.52,0.5769,72.9,3,8318.73,2.3,1
sim-004684,9,group_b,40575.12,0.0148,92.9,2,8910.98,7.3,1
sim-004685,9,group_a,50845.52,0.3282,152.7,4,8009.3,5.1,1
sim-004686,9,group_a,77900.31,0.4495,47.4,2,18822.79,5.1,1
sim-004687,9,group_a,34793.06,0.1887,53.4,0,7995.14,5.4,0
sim-004688,9,group_b,26752.55,0.292,75.4,1,2528.52,4.6,0
sim-004689,9,group_b,26181.22,0.1345,65.4,1,16400.63,3.0,0
sim-004690,9,group_a,28828.07,0.1843,44.0,1,13566.45,10.5,1
sim-004691,9,group_a,97814.81,0.5638,35.3,0,5788.09,6.7,0
sim-004692,9,group_b,52885.63,0.4157,95.0,1,6223.21,5.1,0
sim-004693,9,group_b,61406.03,0.2598,49.1,1,13037.27,3.4,1
sim-004694,9,group_a,34808.82,0.1293,92.5,0,31175.91,2.0,0
sim-004695,9,group_b,38457.44,0.2365,58.7,0,10624.57,10.8,1
sim-004696,9,group_a,51621.37,0.3097,52.6,0,5655.26,5.7,1
sim-004697,9,group_a,31118.71,0.2059,94.5,2,11215.17,3.6,0
sim-004698,9,group_a,34052.23,0.264,35.7,0,5687.99,5.9,0
sim-004699,9,group_b,28987.62,0.0137,47.5,1,5486.97,5.6,0
sim-004700,9,group_b,31890.17,0.2693,73.4,1,7402.38,5.2,0
sim-004701,9,group_a,39283.94,0.2582,73.2,3,12063.57,2.9,0
sim-004702,9,group_a,27251.99,0.4795,93.5,2,13483.66,4.5,1
sim-004703,9,group_a,43395.51,0.1984,84.0,0,4108.76,4.0,0
sim-004704,9,group_a,43370.05,0.3959,88.9,2,5856.2,4.1,0
sim-004705,9,group_a,35693.2,0.4328,73.0,0,3503.08,8.2,0
sim-004706,9,group_a,27186.26,0.3958,47.4,0,13805.06,1.6,1
sim-004707,9,group_a,40218.58,0.3197,73.2,1,9762.67,4.5,0
sim-004708,9,group_a,31130.4,0.3144,71.7,1,9802.67,2.0,0
sim-004709,9,group_a,39244.62,0.4125,53.7,2,8128.15,3.6,0
sim-004710,9,group_b,61035.66,0.2388,114.8,0,9226.72,2.7,0
sim-004711,9,group_a,22737.37,0.318,79.6,0,9341.83,13.8,0
sim-004712,9,group_b,95881.11,0.2012,26.4,2,9613.35,11.9,0
sim-004713,9,group_b,37329.53,0.4965,15.7,1,5327.35,4.4,1
sim-004714,9,group_a,45751.16,0.4236,139.2,1,12625.51,9.9,0
sim-004715,9,group_a,28052.83,0.1345,192.4,0,14934.76,6.9,0
sim-004716,9,group_a,62176.28,0.318,33.1,1,9172.26,3.3,1
sim-004717,9,group_b,36506.18,0.3845,48.3,1,7234.51,1.7,1
sim-004718,9,group_a,32613.13,0.5277,37.1,1,20982.31,6.2,0
sim-004719,9,group_a,30220.74,0.465,94.3,0,11716.58,3.5,0
sim-004720,9,group_a,34380.11,0.3335,19.2,1,3607.18,5.9,0
sim-004721,9,group_a,45876.39,0.1147,57.9,0,11258.46,27.3,0
sim-004722,9,group_a,41381.14,0.3073,42.9,1,14349.48,2.5,1
sim-004723,9,group_b,37845.18,0.3025,93.8,0,7455.24,2.2,0
sim-004724,9,group_a,28544.03,0.2714,29.5,3,4251.31,7.5,0
sim-004725,9,group_a,27860.0,0.4851,102.3,2,15077.38,5.0,0
sim-004726,9,group_b,31711.44,0.4263,16.9,4,9445.07,14.7,1
sim-004727,9,group_a,46691.42,0.4281,38.4,1,15036.79,10.9,0
sim-004728,9,group_b,50825.28,0.5222,27.7,2,9079.47,13.2,0
sim-004729,9,group_a,53785.47,0.3335,89.3,1,3477.95,4.7,1
sim-004730,9,group_a,38460.38,0.3175,52.2,1,11733.93,2.1,0
sim-004731,9,group_b,45211.01,0.3768,84.2,4,11473.63,5.3,0
sim-004732,9,group_a,35855.44,0.0641,40.7,2,5019.85,4.6,0
sim-004733,9,group_a,18513.12,0.2912,40.9,0,28797.57,4.7,0
sim-004734,9,group_b,35147.57,0.1966,44.2,2,5129.33,13.0,0
sim-004735,9,group_b,32871.55,0.4048,101.3,4,5646.29,3.4,1
sim-004736,9,group_b,24874.56,0.5028,57.3,1,17801.35,6.9,1
sim-004737,9,group_a,30323.99,0.3158,102.4,2,4160.06,5.6,0
sim-004738,9,group_a,40730.74,0.0528,101.7,0,7739.66,5.4,0
sim-004739,9,group_b,23909.62,0.7651,145.2,2,5759.59,9.0,0
sim-004740,9,group_a,28551.65,0.3005,33.1,1,8046.85,2.6,1
sim-004741,9,group_a,73726.59,0.4399,113.4,1,4925.07,1.6,1
sim-004742,9,group_b,19630.96,0.521,92.3,0,22120.38,8.2,1
sim-004743,9,group_a,35634.28,0.7053,52.9,2,5181.92,4.8,1
sim-004744,9,group_a,23579.9,0.3316,78.3,1,11758.61,20.4,0
sim-004745,9,group_a,28065.95,0.6446,46.1,1,3943.71,5.8,1
sim-004746,9,group_a,35417.11,0.289,32.7,2,7426.42,0.7,0
sim-004747,9,group_b,25418.13,0.0505,130.3,0,15803.71,9.9,0
sim-004748,9,group_b,48974.3,0.4202,31.2,0,8751.85,8.6,1
sim-004749,9,group_a,67879.09,0.7171,36.5,0,15774.54,7.4,0
sim-004750,9,group_a,54803.25,0.0426,68.1,1,7378.51,9.2,0
sim-004751,9,group_a,59179.92,0.1599,87.9,0,11285.67,6.5,0
sim-004752,9,group_a,21558.19,0.6315,104.6,3,8976.76,4.8,0
sim-004753,9,group_a,34749.14,0.6029,16.1,2,5009.17,12.2,1
sim-004754,9,group_b,46831.76,0.1417,58.9,1,14547.4,22.2,0
sim-004755,9,group_a,55486.79,0.4898,58.0,4,5391.56,8.8,1
sim-004756,9,group_a,80370.96,0.3911,83.1,1,10269.01,1.5,0
sim-004757,9,group_b,60294.53,0.2482,20.6,0,7454.21,2.9,0
sim-004758,9,group_a,56079.48,0.3518,104.0,1,9517.46,4.5,1
sim-004759,9,group_b,116321.15,0.2718,34.9,1,8285.74,10.2,0
sim-004760,9,group_a,40072.67,0.3147,70.6,1,22862.27,13.1,1
sim-004761,9,group_a,34084.41,0.1887,84.4,1,11625.39,6.5,1
sim-004762,9,group_b,41460.25,0.3213,34.6,1,6766.34,7.0,1
sim-004763,9,group_a,26204.27,0.4966,78.6,1,7343.13,2.3,0
sim-004764,9,group_a,39592.94,0.1155,90.9,2,8129.46,4.6,0
sim-004765,9,group_a,18633.61,0.1882,41.4,0,6625.98,0.2,0
sim-004766,9,group_b,30810.23,0.0949,49.4,1,4295.07,4.4,0
sim-004767,9,group_a,36664.34,0.2653,44.2,1,22773.0,2.4,1
sim-004768,9,group_a,57345.34,0.1426,81.3,0,12939.16,1.2,0
sim-004769,9,group_b,61368.87,0.072,81.5,1,5843.34,5.5,0
sim-004770,9,group_b,25675.2,0.143,121.3,1,9026.54,14.1,0
sim-004771,9,group_a,92035.9,0.4647,81.7,3,15268.69,1.7,0
sim-004772,9,group_a,40958.59,0.5557,94.6,3,6521.32,5.6,0
sim-004773,9,group_a,42566.33,0.5522,73.5,1,3294.11,11.0,0
sim-004774,9,group_a,19507.78,0.501,25.6,0,5360.3,1.8,1
sim-004775,9,group_a,29660.63,0.3026,115.7,1,4497.78,2.1,0
sim-004776,9,group_a,59809.87,0.2317,46.6,1,7899.38,4.6,0
sim-004777,9,group_a,41328.47,0.5313,101.0,3,4229.08,9.4,0
sim-004778,9,group_a,40266.78,0.414,48.8,2,12404.78,4.9,1
sim-004779,9,group_b,42336.81,0.1518,82.1,1,8936.51,4.0,0
sim-004780,9,group_a,20991.11,0.6474,139.4,0,11398.82,1.5,0
sim-004781,9,group_b,36953.82,0.1527,95.0,1,10935.43,11.7,0
sim-004782,9,group_b,69528.97,0.5526,79.3,2,4694.8,4.9,1
sim-004783,9,group_b,60743.61,0.4481,50.1,1,2660.12,7.8,1
sim-004784,9,group_b,36512.73,0.4517,45.8,0,12349.39,8.4,0
sim-004785,9,group_b,74216.43,0.1774,22.5,0,5689.62,3.0,0
sim-004786,9,group_a,22678.64,0.231,23.1,3,11487.53,6.1,0
sim-004787,9,group_b,25588.21,0.2055,79.5,0,7595.91,4.5,0
sim-004788,9,group_a,84180.74,0.3479,83.4,1,8957.3,2.0,0
sim-004789,9,group_b,49057.52,0.2283,98.4,0,12983.56,10.2,1
sim-004790,9,group_a,34086.86,0.1118,88.1,0,5481.67,3.2,0
sim-004791,9,group_a,37600.26,0.1824,32.8,1,5628.27,18.0,1
sim-004792,9,group_a,27425.13,0.2604,77.1,1,15882.28,2.2,0
sim-004793,9,group_b,43224.77,0.1717,179.5,1,12890.54,2.4,1
sim-004794,9,group_a,41810.52,0.5005,121.8,4,9974.42,4.3,1
sim-004795,9,group_a,38806.83,0.5192,86.6,2,4126.39,3.5,1
sim-004796,9,group_a,23644.89,0.2687,83.1,1,7288.8,10.5,0
sim-004797,9,group_a,43010.41,0.3274,58.3,1,4818.56,9.7,0
sim-004798,9,group_b,30810.33,0.4287,48.4,2,5900.11,7.7,1
sim-004799,9,group_b,25435.21,0.5625,105.0,0,5389.2,10.3,0
sim-004800,9,group_a,65514.83,0.3287,55.9,1,4785.37,7.3,0
sim-004801,9,group_a,95729.61,0.222,88.1,1,8031.99,5.6,0
sim-004802,9,group_a,87020.63,0.2001,45.6,1,5195.51,2.0,0
sim-004803,9,group_a,50566.85,0.6136,120.7,3,6400.78,0.9,1
sim-004804,9,group_b,34422.11,0.1895,81.0,1,5303.57,6.3,0
sim-004805,9,group_b,37363.54,0.1895,75.4,1,15587.32,4.1,0
sim-004806,9,group_a,45631.47,0.5391,58.1,0,9111.31,1.7,0
sim-004807,9,group_b,32257.18,0.2776,78.2,1,10409.5,4.5,0
sim-004808,9,group_a,66963.32,0.4069,9.1,3,7576.65,4.9,0
sim-004809,9,group_a,16366.54,0.3833,97.6,0,7968.39,1.0,0
sim-004810,9,group_a,33989.1,0.1096,83.3,0,9111.13,7.8,0
sim-004811,9,group_b,53876.52,0.2407,69.3,0,17287.93,2.8,0
sim-004812,9,group_a,26984.91,0.1434,29.4,0,14071.47,7.5,0
sim-004813,9,group_b,34791.82,0.17,84.7,2,8532.86,12.5,0
sim-004814,9,group_a,49381.46,0.1774,53.6,1,5066.56,9.1,0
sim-004815,9,group_a,72814.69,0.1183,79.0,1,11374.93,12.7,0
sim-004816,9,group_a,22349.2,0.6046,25.3,4,6390.81,6.0,1
sim-004817,9,group_a,21664.03,0.2985,24.8,0,6498.45,3.0,0
sim-004818,9,group_a,25865.55,0.5084,157.9,1,7379.19,3.8,0
sim-004819,9,group_a,20175.72,0.2722,77.9,3,8718.46,9.3,0
sim-004820,9,group_b,20787.79,0.5256,134.7,0,13175.57,5.1,1
sim-004821,9,group_a,25577.86,0.0608,14.0,1,4941.34,6.4,0
sim-004822,9,group_b,64606.31,0.0749,75.9,0,10639.19,5.7,0
sim-004823,9,group_b,33756.48,0.2865,110.8,1,6965.06,4.8,0
sim-004824,9,group_a,38994.56,0.3037,72.2,1,37305.05,1.8,0
sim-004825,9,group_a,25763.27,0.4512,71.6,0,7575.05,2.8,0
sim-004826,9,group_a,50215.83,0.2897,68.1,2,13863.52,12.1,0
sim-004827,9,group_a,84611.11,0.2911,25.1,2,19356.41,8.6,0
sim-004828,9,group_b,26507.83,0.2835,273.1,0,4902.07,11.8,0
sim-004829,9,group_b,79411.17,0.296,126.9,1,8035.97,6.9,0
sim-004830,9,group_b,44849.07,0.0804,96.2,1,10418.39,5.2,1
sim-004831,9,group_a,38757.62,0.4296,38.5,0,5199.02,8.6,0
sim-004832,9,group_b,45526.6,0.4916,52.4,0,6624.55,6.2,1
sim-004833,9,group_b,45343.46,0.1818,42.4,2,7026.76,4.9,1
sim-004834,9,group_a,83950.6,0.336,134.8,2,12072.94,6.9,0
sim-004835,9,group_b,47881.89,0.1645,190.9,1,18283.52,0.8,0
sim-004836,9,group_a,48303.78,0.2748,33.0,0,7379.91,5.1,0
sim-004837,9,group_a,32240.22,0.3765,21.3,1,5026.17,3.9,0
sim-004838,9,group_a,54743.42,0.4249,50.8,1,24012.87,8.7,0
sim-004839,9,group_a,25748.31,0.6085,54.2,3,10773.83,4.7,1
sim-004840,9,group_b,40286.9,0.3181,21.6,1,12044.02,11.9,1
sim-004841,9,group_a,129182.2,0.2147,59.2,2,3505.91,18.1,0
sim-004842,9,group_a,13443.36,0.2826,77.5,0,3619.12,4.9,0
sim-004843,9,group_a,42443.19,0.3024,13.0,1,6758.66,2.6,0
sim-004844,9,group_a,43134.64,0.2429,103.0,0,10853.7,5.8,0
sim-004845,9,group_a,34968.49,0.2837,29.4,0,8219.71,3.2,0
sim-004846,9,group_a,35316.37,0.0722,16.9,0,5954.35,6.4,0
sim-004847,9,group_b,39990.3,0.1159,121.7,2,4644.97,4.0,0
sim-004848,9,group_a,34619.02,0.2503,62.0,1,12393.45,6.4,0
sim-004849,9,group_b,42244.59,0.1766,106.3,0,10497.07,3.0,0
sim-004850,9,group_a,31357.34,0.5373,100.1,1,5880.72,6.6,0
sim-004851,9,group_b,89985.6,0.3247,30.3,0,7786.52,3.7,1
sim-004852,9,group_b,34618.87,0.4042,36.8,1,5358.96,2.5,0
sim-004853,9,group_a,48885.53,0.2279,36.6,2,5292.65,1.5,0
sim-004854,9,group_a,29056.71,0.3127,89.0,1,8969.42,3.6,0
sim-004855,9,group_b,56949.49,0.4263,33.1,0,22360.13,5.6,0
sim-004856,9,group_a,52368.29,0.3776,39.1,1,9424.55,2.4,1
sim-004857,9,group_b,45893.98,0.0129,8.9,0,10850.81,4.0,0
sim-004858,9,group_a,24997.2,0.1183,17.8,1,7094.82,16.8,1
sim-004859,9,group_a,28056.92,0.4643,74.4,0,7220.01,8.4,1
sim-004860,9,group_a,78134.94,0.5225,38.5,1,10954.07,2.1,0
sim-004861,9,group_b,27926.77,0.1981,70.5,2,9124.4,11.2,0
sim-004862,9,group_a,50371.4,0.4856,84.8,0,10612.3,5.8,0
sim-004863,9,group_b,25880.32,0.1906,44.2,1,4498.39,4.0,1
sim-004864,9,group_b,58777.89,0.1995,48.1,2,7636.13,9.0,0
sim-004865,9,group_a,28845.61,0.0444,98.1,0,8064.77,7.6,0
sim-004866,9,group_a,25679.83,0.615,15.4,2,10910.99,13.3,1
sim-004867,9,group_a,28532.99,0.178,76.9,2,9729.1,9.3,0
sim-004868,9,group_a,30497.59,0.1198,70.5,0,5695.72,3.1,1
sim-004869,9,group_b,45613.67,0.1512,78.9,0,14284.14,6.5,0
sim-004870,9,group_a,39622.05,0.1406,17.5,0,15986.13,7.0,0
sim-004871,9,group_a,24295.21,0.1829,128.1,1,6081.79,3.9,1
sim-004872,9,group_b,38035.01,0.4865,85.6,0,4966.22,9.1,0
sim-004873,9,group_b,23806.87,0.2845,107.5,3,5738.61,5.7,0
sim-004874,9,group_a,50427.61,0.2036,30.6,1,5807.46,11.5,1
sim-004875,9,group_a,54464.22,0.4066,117.9,0,8062.98,4.6,0
sim-004876,9,group_a,38098.95,0.3295,152.9,4,13711.5,3.7,1
sim-004877,9,group_b,43135.19,0.429,68.3,1,7732.63,6.2,1
sim-004878,9,group_a,80329.49,0.5937,84.6,0,14767.12,5.4,1
sim-004879,9,group_a,36019.18,0.1211,16.2,0,18595.02,9.1,0
sim-004880,9,group_a,25884.81,0.0944,50.2,0,13525.79,6.6,0
sim-004881,9,group_b,49082.7,0.1783,58.1,2,13235.83,6.6,0
sim-004882,9,group_b,23915.58,0.18,93.9,0,12689.34,4.1,1
sim-004883,9,group_a,35226.75,0.4192,21.1,1,8381.05,3.6,1
sim-004884,9,group_b,29924.24,0.3351,123.2,0,4694.39,5.8,0
sim-004885,9,group_b,28659.37,0.3299,57.1,1,14394.89,4.6,1
sim-004886,9,group_a,34646.89,0.0972,195.9,0,12451.2,2.8,0
sim-004887,9,group_b,56159.68,0.0803,47.3,0,4012.44,3.2,0
sim-004888,9,group_a,61229.29,0.3593,42.3,0,7354.05,8.8,0
sim-004889,9,group_b,56783.81,0.2883,25.9,3,8077.7,3.3,1
sim-004890,9,group_a,44323.43,0.1439,101.4,0,6646.2,2.0,0
sim-004891,9,group_a,34536.05,0.273,65.3,0,13093.83,3.1,1
sim-004892,9,group_a,14295.69,0.1465,67.2,2,12172.15,4.1,1
sim-004893,9,group_a,44910.08,0.0553,168.0,1,11586.88,8.2,0
sim-004894,9,group_b,14774.84,0.1678,54.0,0,7351.47,23.2,0
sim-004895,9,group_a,17157.42,0.2507,103.8,1,5583.96,15.5,0
sim-004896,9,group_a,35957.74,0.2784,75.2,3,15209.6,9.9,0
sim-004897,9,group_a,43007.18,0.3672,33.7,1,5171.57,5.6,0
sim-004898,9,group_b,31842.09,0.151,50.7,0,3958.11,17.3,0
sim-004899,9,group_b,73344.52,0.3657,153.8,1,7401.4,4.7,0
sim-004900,9,group_a,46727.25,0.2957,78.7,0,7491.06,6.5,0
sim-004901,9,group_a,34656.78,0.4239,63.8,0,9103.35,1.1,1
sim-004902,9,group_a,68888.89,0.4696,131.8,1,12259.61,3.6,0
sim-004903,9,group_b,74261.48,0.0766,102.5,1,12972.37,6.0,0
sim-004904,9,group_b,47728.05,0.376,78.8,0,11387.12,6.9,1
sim-004905,9,group_a,27788.9,0.4077,69.5,1,6231.39,4.6,0
sim-004906,9,group_b,30542.87,0.2698,97.5,0,8457.88,11.0,0
sim-004907,9,group_a,20959.97,0.3824,34.3,1,8000.64,5.9,0
sim-004908,9,group_b,37804.56,0.5392,90.0,0,17643.81,4.0,1
sim-004909,9,group_a,24759.95,0.2836,75.2,1,4990.15,9.1,0
sim-004910,9,group_a,33516.35,0.2213,118.6,1,6271.98,9.2,0
sim-004911,9,group_a,42935.41,0.2794,54.0,1,20878.32,1.0,0
sim-004912,9,group_a,16728.05,0.3745,65.9,1,16113.86,8.5,1
sim-004913,9,group_b,22634.46,0.2893,58.9,2,8278.35,6.2,0
sim-004914,9,group_a,31105.0,0.2743,37.0,0,7407.73,4.7,0
sim-004915,9,group_b,37644.36,0.1866,44.5,3,12892.2,2.9,1
sim-004916,9,group_b,31274.74,0.2617,56.2,1,13880.73,4.1,1
sim-004917,9,group_b,34350.86,0.0893,33.1,0,8096.9,3.0,0
sim-004918,9,group_b,28606.85,0.2467,56.9,0,21505.98,2.5,0
sim-004919,9,group_a,20936.56,0.3041,58.4,2,7565.08,4.1,1
sim-004920,9,group_a,30742.6,0.3923,25.2,1,8919.03,10.5,0
sim-004921,9,group_a,35188.31,0.4085,33.8,1,17246.21,1.5,0
sim-004922,9,group_a,33780.4,0.2785,180.3,0,7579.74,3.4,0
sim-004923,9,group_b,40334.17,0.0251,83.4,0,20095.92,13.4,1
sim-004924,9,group_a,45886.94,0.1866,75.0,0,12006.88,2.7,0
sim-004925,9,group_a,51242.52,0.4918,81.1,1,5997.14,10.7,0
sim-004926,9,group_a,29493.01,0.1122,50.7,1,17050.4,6.1,0
sim-004927,9,group_a,19854.09,0.3961,101.2,1,6353.16,3.1,1
sim-004928,9,group_b,65648.53,0.3265,119.9,3,4581.98,4.6,0
sim-004929,9,group_a,45246.8,0.059,70.8,1,8217.47,3.4,0
sim-004930,9,group_b,25771.95,0.0445,88.3,1,6002.36,2.8,1
sim-004931,9,group_b,43244.97,0.5271,37.4,0,7146.51,4.3,0
sim-004932,9,group_b,60268.07,0.151,114.4,1,6478.11,5.4,1
sim-004933,9,group_a,79559.0,0.1635,83.3,0,5290.72,9.9,0
sim-004934,9,group_b,42755.64,0.1841,98.1,0,3580.42,3.3,0
sim-004935,9,group_a,60057.74,0.2867,62.7,0,12171.75,1.0,0
sim-004936,9,group_a,23155.03,0.254,72.0,0,11057.4,5.4,0
sim-004937,9,group_b,37908.13,0.3007,81.8,2,11005.78,8.4,0
sim-004938,9,group_b,33432.87,0.2959,105.6,1,9304.74,3.3,1
sim-004939,9,group_a,44439.29,0.6128,33.3,2,5254.45,7.0,0
sim-004940,9,group_b,75712.72,0.2081,112.1,0,9976.32,0.6,0
sim-004941,9,group_a,42742.69,0.2703,139.1,3,6009.8,7.5,0
sim-004942,9,group_b,25956.31,0.5149,61.1,0,5632.72,1.7,1
sim-004943,9,group_b,22637.33,0.4011,66.4,1,3058.01,8.7,0
sim-004944,9,group_a,76820.56,0.2686,122.7,3,13313.49,6.3,1
sim-004945,9,group_b,47752.81,0.1902,180.0,0,5535.1,5.5,0
sim-004946,9,group_b,46452.9,0.3992,36.9,1,11012.32,3.1,0
sim-004947,9,group_b,33310.66,0.4845,72.2,2,4157.16,15.5,1
sim-004948,9,group_b,43066.55,0.606,27.1,0,5621.53,3.0,0
sim-004949,9,group_b,25424.71,0.0994,36.2,1,14439.04,1.7,0
sim-004950,9,group_a,45280.12,0.0974,95.1,1,12559.64,5.5,1
sim-004951,9,group_b,23495.27,0.3104,68.6,1,15216.85,9.5,0
sim-004952,9,group_a,33093.72,0.3784,91.3,0,6450.28,5.0,0
sim-004953,9,group_b,29377.52,0.6588,78.0,0,4796.68,8.3,1
sim-004954,9,group_a,9797.73,0.5439,67.2,2,10135.86,1.8,1
sim-004955,9,group_a,33268.2,0.3033,114.5,1,3699.61,1.6,0
sim-004956,9,group_b,26383.03,0.2697,128.3,0,5987.02,2.1,0
sim-004957,9,group_a,35229.4,0.1783,62.9,1,5561.86,4.5,0
sim-004958,9,group_a,38511.94,0.5666,38.1,3,17303.28,12.5,0
sim-004959,9,group_b,80864.6,0.3106,83.7,1,5853.29,5.0,0
sim-004960,9,group_a,43738.23,0.2228,35.1,1,8816.69,4.2,0
sim-004961,9,group_a,44281.72,0.2892,23.6,1,4222.72,1.7,0
sim-004962,9,group_a,47389.59,0.186,41.6,0,13770.19,2.0,0
sim-004963,9,group_a,55501.18,0.1606,40.3,1,11622.25,8.4,0
sim-004964,9,group_a,46573.98,0.3864,95.4,1,6584.56,5.4,1
sim-004965,9,group_a,43317.82,0.3658,145.3,0,13414.66,3.9,0
sim-004966,9,group_a,51881.82,0.2366,128.3,2,16457.5,7.4,0
sim-004967,9,group_a,13888.46,0.3858,53.4,0,6494.96,0.5,1
sim-004968,9,group_a,92540.5,0.1329,71.7,1,14212.71,9.1,0
sim-004969,9,group_b,75033.24,0.2432,58.8,1,8068.56,1.8,0
sim-004970,9,group_b,42158.73,0.241,115.6,0,4126.62,7.8,0
sim-004971,9,group_a,21259.04,0.1911,82.4,1,9780.7,4.7,0
sim-004972,9,group_a,63981.37,0.155,100.6,1,6254.25,5.5,0
sim-004973,9,group_b,28755.14,0.3023,41.3,1,4257.29,9.3,0
sim-004974,9,group_b,48156.59,0.335,201.6,0,9062.09,6.2,1
sim-004975,9,group_a,22453.0,0.3457,27.5,0,9861.17,10.5,0
sim-004976,9,group_a,98036.08,0.4623,35.7,0,21887.58,5.9,0
sim-004977,9,group_a,20999.82,0.144,100.8,2,7570.76,4.7,1
sim-004978,9,group_b,39615.44,0.4648,27.2,4,4367.06,4.7,0
sim-004979,9,group_b,15782.88,0.3764,145.6,1,6474.91,2.9,0
sim-004980,9,group_b,37823.53,0.1418,126.1,0,13725.38,14.1,1
sim-004981,9,group_a,32189.01,0.443,93.8,1,20993.37,5.8,1
sim-004982,9,group_a,62045.11,0.5266,44.3,1,12628.43,7.9,0
sim-004983,9,group_a,32187.73,0.2047,100.8,0,10061.76,4.9,0
sim-004984,9,group_a,62082.65,0.4097,62.0,2,6546.08,11.6,0
sim-004985,9,group_a,25030.98,0.4434,39.5,0,6299.99,5.8,1
sim-004986,9,group_b,34186.16,0.4436,62.7,2,10455.95,1.9,1
sim-004987,9,group_a,34475.25,0.5336,61.6,1,9040.9,1.5,1
sim-004988,9,group_b,47389.08,0.4868,65.6,1,3723.34,3.9,0
sim-004989,9,group_a,44923.54,0.3627,90.9,0,4350.61,6.3,0
sim-004990,9,group_a,52121.59,0.644,51.9,1,7192.15,4.6,0
sim-004991,9,group_b,43047.91,0.6094,57.2,1,8342.17,3.6,1
sim-004992,9,group_b,50805.11,0.5512,65.2,4,5947.78,6.9,1
sim-004993,9,group_a,26394.14,0.3609,120.4,3,9657.05,3.9,0
sim-004994,9,group_b,45310.56,0.6291,157.7,3,9254.59,3.2,1
